"Start Time","Track","Series","Hosted Session Name"
"2020.11.29 11:25 AM GMT","Sebring International Raceway - International","Hosted iRacing","24HE / Round 2 / Race"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"38","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-54386","97460","Sven Glatzel","48","148","0","Running","-","0","","2:16.231","2:14.349","50","39","5","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"38","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-54386","109937","Marcel Tie","48","148","0","Running","-","0","","2:15.975","2:14.970","143","40","2","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"39","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-194371","-194371","Impulse Racing #122","53","122","0","Running","-18 L","0","","2:16.367","2:14.753","72","158","10","","","100","0","24HE / Round 2 / Race"
"39","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-194371","296329","Marcel Jochheim","53","122","0","Running","-","0","","2:16.751","2:15.071","82","77","6","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"39","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-194371","307521","Martijn Asschert","53","122","0","Running","-","0","","2:15.997","2:14.753","72","81","4","40","Benelux","100","0","24HE / Round 2 / Race"
"40","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-11692","-11692","Kinetic Racing Velocity","51","183","0","Running","-18 L","0","","2:16.360","2:14.739","88","158","22","","","100","0","24HE / Round 2 / Race"
"40","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-11692","107353","Christopher Emms","51","183","0","Running","-","0","","2:16.474","2:14.739","88","77","15","36","UK and I","100","0","24HE / Round 2 / Race"
"40","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-11692","142503","Mattias Magnusson","51","183","0","Running","-","0","","2:16.251","2:15.139","132","81","7","43","Scandinavia","100","0","24HE / Round 2 / Race"
"41","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-131287","-131287","SIMMSA Esports TCR","54","174","0","Running","-18 L","0","","2:16.565","2:14.937","7","158","24","","","100","0","24HE / Round 2 / Race"
"41","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-131287","73275","Teemu Toikka","54","174","0","Running","-","0","","2:16.212","2:15.009","52","81","11","44","Finland","100","0","24HE / Round 2 / Race"
"41","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-131287","346328","Julian J. Reinhart","54","174","0","Running","-","0","","2:16.932","2:14.937","7","77","13","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"42","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-91706","-91706","Team MAD","50","136","0","Running","-18 L","0","","2:17.026","2:14.683","11","158","23","","","100","0","24HE / Round 2 / Race"
"42","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-91706","34889","JB Massida","50","136","0","Running","-","0","","2:16.905","2:14.915","108","61","8","39","France","100","0","24HE / Round 2 / Race"
"42","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-91706","93598","Chris D Wood","50","136","0","Running","-","0","","2:16.486","2:15.269","139","37","5","36","UK and I","100","0","24HE / Round 2 / Race"
"42","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-91706","227079","Miguel M Freitas","50","136","0","Running","-","0","","2:17.470","2:14.683","11","60","10","38","Iberia","100","0","24HE / Round 2 / Race"
"43","122","BMW M4 GT4","2268","GT4 Class","-197738","-197738","SRC Squadra Corse Black","33","417","0","Running","-21 L","0","","2:12.821","2:11.469","47","155","10","","","100","0","24HE / Round 2 / Race"
"43","122","BMW M4 GT4","2268","GT4 Class","-197738","262074","Paolo Toppi","33","417","0","Running","-","0","","2:13.217","2:11.935","146","35","1","41","Italy","100","0","24HE / Round 2 / Race"
"43","122","BMW M4 GT4","2268","GT4 Class","-197738","349698","Alex Tarantino","33","417","0","Running","-","0","","2:12.657","2:11.800","18","42","4","41","Italy","100","0","24HE / Round 2 / Race"
"43","122","BMW M4 GT4","2268","GT4 Class","-197738","418342","Simone Gilardi","33","417","0","Running","-","0","","2:12.479","2:11.469","47","41","2","41","Italy","100","0","24HE / Round 2 / Race"
"43","122","BMW M4 GT4","2268","GT4 Class","-197738","430728","Davide Schiattarella2","33","417","0","Running","-","0","","2:13.008","2:11.506","87","37","3","41","Italy","100","0","24HE / Round 2 / Race"
"44","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-201933","-201933","HM Engineering TCR","42","159","0","Running","-21 L","0","","2:16.030","2:14.314","46","155","37","","","100","0","24HE / Round 2 / Race"
"44","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-201933","291217","Kieran Harrison","42","159","0","Running","-","0","","2:16.020","2:14.401","9","77","20","36","UK and I","100","0","24HE / Round 2 / Race"
"44","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-201933","314974","Corentin Guinez","42","159","0","Running","-","0","","2:16.040","2:14.314","46","78","17","39","France","100","0","24HE / Round 2 / Race"
"45","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-67668","-67668","Texense FitzSty Motorsport","49","168","0","Running","-22 L","0","","2:16.688","2:14.727","8","154","27","","","100","0","24HE / Round 2 / Race"
"45","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-67668","55084","Harald Stadler","49","168","0","Running","-","0","","2:16.808","2:14.727","8","76","16","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"45","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-67668","187829","Ethan Bass","49","168","0","Running","-","0","","2:16.569","2:15.165","67","78","11","36","UK and I","100","0","24HE / Round 2 / Race"
"46","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-141250","-141250","T3 eSports","47","171","0","Running","-22 L","0","","2:17.083","2:14.850","16","154","35","","","100","0","24HE / Round 2 / Race"
"46","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-141250","183963","Jens Ledwig","47","171","0","Running","-","0","","2:17.515","2:15.900","53","75","12","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"46","112","Audi RS 3 LMS","1450","Audi RS 3 LMS","-141250","185633","Oliver Ackermann","47","171","0","Running","-","0","","2:16.678","2:14.850","16","79","23","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"47","122","BMW M4 GT4","2268","GT4 Class","-10118","-10118","DRE Endurance","35","495","0","Running","-24 L","0","","2:22.117","2:10.899","3","152","6","","","100","0","24HE / Round 2 / Race"
"47","122","BMW M4 GT4","2268","GT4 Class","-10118","19556","Marcello Maio","35","495","0","Running","-","0","","2:12.619","2:10.899","3","80","1","43","Scandinavia","100","0","24HE / Round 2 / Race"
"47","122","BMW M4 GT4","2268","GT4 Class","-10118","28991","Kim Vedel Østerby","35","495","0","Running","-","0","","2:12.680","2:11.727","85","31","2","43","Scandinavia","100","0","24HE / Round 2 / Race"
"47","122","BMW M4 GT4","2268","GT4 Class","-10118","51387","Jakob Søndergaard","35","495","0","Running","-","0","","2:47.954","2:11.214","45","41","3","43","Scandinavia","100","0","24HE / Round 2 / Race"
"48","122","BMW M4 GT4","2268","GT4 Class","-122096","-122096","Leipert eSports Black","40","453","0","Running","-24 L","0","","2:22.775","2:11.217","54","152","7","","","100","0","24HE / Round 2 / Race"
"48","122","BMW M4 GT4","2268","GT4 Class","-122096","131713","Sandro Petrozziello","40","453","0","Running","-","0","","2:12.502","2:11.217","54","67","4","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"48","122","BMW M4 GT4","2268","GT4 Class","-122096","216762","Marc Röttgen","40","453","0","Running","-","0","","2:14.209","2:11.584","4","38","0","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"48","122","BMW M4 GT4","2268","GT4 Class","-122096","347848","Markus Eichhorn","40","453","0","Running","-","0","","2:44.367","2:11.231","83","47","3","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"49","73","Audi R8 LMS","473","IMSA2 GT3","-146866","-146866","Williams Esports Chillblast","7","1","0","Running","-26 L","15","","2:03.245","1:59.715","85","150","23","","","100","0","24HE / Round 2 / Race"
"49","73","Audi R8 LMS","473","IMSA2 GT3","-146866","261900","Arthur Lehouck","7","1","0","Running","-","15","","2:02.951","1:59.715","85","118","15","39","France","100","0","24HE / Round 2 / Race"
"49","73","Audi R8 LMS","473","IMSA2 GT3","-146866","308034","Dominik Staib","7","1","0","Running","-","0","","2:04.442","2:00.234","140","31","8","42","DE-AT-CH","100","0","24HE / Round 2 / Race"
"49","73","Audi R8 LMS","473","IMSA2 GT3","-146866","327210","Martin Christensen4","7","1","0","Running","-","0","","00.000","","","1","0","43","Scandinavia","100","0","24HE / Round 2 / Race"
"50","73","Audi R8 LMS","473","IMSA2 GT3","-128894","-128894","Red Camel Esports","11","98","32","Disconnected","-43 L","0","","2:02.460","1:59.979","14","133","24","","","100","0","24HE / Round 2 / Race"
"50","73","Audi R8 LMS","473","IMSA2 GT3","-128894","375073","Rik Breukers","11","98","32","Disconnected","-","0","","2:06.869","2:00.126","131","15","3","40","Benelux","100","0","24HE / Round 2 / Race"
"50","73","Audi R8 LMS","473","IMSA2 GT3","-128894","379850","Jorn Zoetekouw","11","98","32","Disconnected","-","0","","2:01.991","1:59.979","14","90","15","40","Benelux","100","0","24HE / Round 2 / Race"
"50","73","Audi R8 LMS","473","IMSA2 GT3","-128894","381083","Luc Breukers","11","98","32","Disconnected","-","0","","2:02.195","2:01.120","73","28","6","40","Benelux","100","0","24HE / Round 2 / Race"
"51","73","Audi R8 LMS","473","IMSA2 GT3","-148487","-148487","MSI eSports Blue","3","44","32","Disconnected","-89 L","0","","2:02.399","1:59.756","3","87","13","","","100","0","24HE / Round 2 / Race"
"51","73","Audi R8 LMS","473","IMSA2 GT3","-148487","194657","Marc Perez","3","44","32","Disconnected","-","0","","2:02.291","1:59.756","3","57","6","38","Iberia","100","0","24HE / Round 2 / Race"
"51","73","Audi R8 LMS","473","IMSA2 GT3","-148487","239975","Salva Talens","3","44","32","Disconnected","-","0","","2:02.610","2:00.499","62","30","7","38","Iberia","100","0","24HE / Round 2 / Race"
"52","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-66442","-66442","Inertia SimRacing Imprimo.fi","26","900","32","Disconnected","-90 L","0","","2:05.872","2:03.157","83","86","10","","","100","0","24HE / Round 2 / Race"
"52","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-66442","100321","Henry Salmén","26","900","32","Disconnected","-","0","","2:06.625","2:03.625","3","58","10","44","Finland","100","0","24HE / Round 2 / Race"
"52","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-66442","367163","Dani Korpi","26","900","32","Disconnected","-","0","","2:04.193","2:03.157","83","28","0","44","Finland","100","0","24HE / Round 2 / Race"
"53","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-104487","-104487","XVR Sim-Racing","27","919","32","Disconnected","-132 L","0","","2:06.210","2:02.872","20","44","6","","","100","0","24HE / Round 2 / Race"
"53","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-104487","212032","Johnny Brandon","27","919","32","Disconnected","-","0","","2:05.407","2:02.872","20","29","1","36","UK and I","100","0","24HE / Round 2 / Race"
"53","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-104487","255834","George Mclay","27","919","32","Disconnected","-","0","","2:08.003","2:03.579","38","15","5","36","UK and I","100","0","24HE / Round 2 / Race"
"54","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-115117","-115117","Williams Esports BenQ","18","936","32","Disconnected","-135 L","0","","2:06.197","2:02.453","25","41","7","","","100","0","24HE / Round 2 / Race"
"54","88","Porsche 911 GT3 Cup (991)","95","Porsche 911 GT3 Cup","-115117","219696","Josh Thompson","18","936","32","Disconnected","-","0","","2:06.197","2:02.453","25","41","7","36","UK and I","100","0","24HE / Round 2 / Race"
